"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","Primary DUNS","Primary UEI","DUNS Number","UEI","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"Bioengineering; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Human; Stem Cell Research - Nonembryonic - Non-Human","Adipocytes;Animals;Biological Assay;Bone Marrow;Cartilage;Cell Differentiation process;Cell Surface Receptors;Cells;Chondrocytes;Chondrogenesis;Core Facility;Data;Extracellular Matrix;Fibroblast Growth Factor 2;Fibroblasts;Grant;Hand;Hematopoietic;Human;In Vitro;Laboratories;Location;Marrow;Mesenchymal;Mesenchymal Stem Cells;Mitotic;Oryctolagus cuniculus;Osteoblasts;Participant;Phenotype;Preparation;Procedures;Prostaglandins;Protocols documentation;Quality Control;Reagent;Regulation;Reporting;Research;Research Personnel;Research Project Grants;Role;Screening procedure;Services;Stem cells;Stress;Supplementation;System;Tissue Engineering;cell preparation;cost;cytokine;design;experience;fetal bovine serum;progenitor;programs;repaired;research study","Cell Core Facility","n/a","NIAMS","7904819"," "," ","5P01AR053622-02","5","P01","AR","053622","02"," "," ","8/1/2009 12:00:00 AM","7/31/2013 12:00:00 AM","ZAR1","9001","7853193","SOLCHAGA, LUIS ANTONIO","Not Applicable","11","Unavailable","077758407","HJMKEF7EJW69","077758407","HJMKEF7EJW69","US","41.505076","-81.609998","218601","CASE WESTERN RESERVE UNIVERSITY","CLEVELAND","OH","Domestic Higher Education","441061712","UNITED STATES","N","8/1/2009 12:00:00 AM","7/31/2010 12:00:00 AM"," ","Non-SBIR/STTR","2009","206328","206328"," "," "," "," "," ",
"Aging; Genetics; Osteoporosis; Prevention; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human","Address;Adipocytes;Adult;Age;Aging;Binding Proteins;Bone Marrow;Bone Resorption;Cell Aging;Cell Cycle;Cell Proliferation;Cell division;Cells;Chromatin Structure;Chromosomes;Collaborations;Complex;DNA Damage;Data;Databases;Deposition;Disease;Epigenetic Process;Event;Fatty acid glycerol esters;Fibroblasts;Gene Expression;Genetic;Hematopoietic stem cells;Heterochromatin;Histones;Human;Immune system;In Vitro;Kinetics;Lead;Mediating;Mesenchymal;Mesenchymal Stem Cells;Molecular;Molecular Chaperones;Mus;Nuclear;Obesity;Organelles;Orthologous Gene;Osteoblasts;Osteogenesis;Osteoporosis;Pathway interactions;Phenotype;Process;Proteins;Regulation;Relative (related person);Repression;Roentgen Rays;Role;Signal Pathway;Signal Repression;Signal Transduction;Structure;Sum;Testing;Time;Tissues;Yeasts;age related;bone;bone mass;cell type;in vivo;member;mouse model;novel;osteogenic;prevent;programs;protein function;senescence;telomere","EPIGENETIC CONTROL OF OSTEOGENESIS AND SENESCENCE IN MESENCHYMAL PROGENITOR CELLS","n/a","NIA","7916792"," "," ","7P01AG031862-02","7","P01","AG","031862","02"," "," "," "," ","ZAG1","0004","6483311","ADAMS, PETER D.","Not Applicable","03","Unavailable","042250712","GM1XX56LEP58","042250712","GM1XX56LEP58","US","39.952982","-75.192768","6463801","UNIVERSITY OF PENNSYLVANIA","PHILADELPHIA","PA","Domestic Higher Education","191046205","UNITED STATES","N","3/1/2009 12:00:00 AM","2/28/2010 12:00:00 AM"," ","Non-SBIR/STTR","2009","334801","334801"," "," "," "," "," ",
"Clinical Research; Infectious Diseases; Lung; Organ Transplantation; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Human; Transplantation","Acute;Allografting;Biochemical;Biological Markers;Biological Response Modifiers;Bronchiolitis Obliterans;Bronchoalveolar Lavage;Bronchoalveolar Lavage Fluid;Cell Count;Cells;Chronic;Cohort Studies;Data;Defect;Development;Dinoprostone;Donor person;Early Diagnosis;Effector Cell;Equilibrium;Event;Exhalation;Exhibits;Fibrosis;Goals;Human;Immune;Inflammatory;Injury;Interleukin-13;Irrigation;Life;Lipids;Liquid substance;Lung;Lung Transplantation;Matched Case-Control Study;Measures;Mediator of activation protein;Mesenchymal;Mesenchymal Stem Cells;Myofibroblast;Outcome;Participant;Pathogenesis;Pathway interactions;Patients;Phenotype;Play;Population;Process;Prostaglandin Receptor;Prostaglandins;Pulmonary Function Test/Forced Expiratory Volume 1;Recruitment Activity;Regulation;Respiratory physiology;Role;Sampling;Signal Transduction;Stem cells;Syndrome;Synthetic Prostaglandins;T-Cell Activation;T-Lymphocyte;Testing;Time;Transplant Recipients;Transplantation;autocrine;cytokine;enzyme activity;fibrogenesis;in vivo;inhibitor/antagonist;insight;lung allograft;novel;paracrine;progesterone 11-hemisuccinate-(2-iodohistamine);prospective;public health relevance;response;response to injury;selective expression;stem cell fate","Role of resident mesenchymal stem cells in lung allograft rejection","
Statement of Relevance
Our proposed studies will be the first to investigate lung resident mesenchymal stem cells as biomarkers of
chronic rejection in lung transplantation and provide novel mechanistic information regarding cellular and
biochemical modulators of chronic allograft rejection in human lung transplantation.","NHLBI","7730690","7/24/2009 12:00:00 AM","PA-07-070","1R01HL094622-01A1","1","R01","HL","094622","01","A","REYNOLDS, HERBERT Y","8/1/2009 12:00:00 AM","5/31/2014 12:00:00 AM","Lung Cellular, Molecular, and Immunobiology Study Section[LCMI]"," ","7040641","LAMA, VIBHA N","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","073133571","GNJ7BBP73WE9","073133571","GNJ7BBP73WE9","US","42.244005","-83.73915","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","ANN ARBOR","MI","SCHOOLS OF MEDICINE","481091276","UNITED STATES","N","8/1/2009 12:00:00 AM","5/31/2010 12:00:00 AM","838","Non-SBIR/STTR","2009"," "," ","NHLBI"," "," "," ","386250",
"Aging; Genetics; Osteoporosis; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human; Transplantation","Adipocytes;Affect;Age;Age-Related Bone Loss;Aging;Allogenic;Animals;Attenuated;Bone Marrow;Bone Marrow Stem Cell;Candidate Disease Gene;Cell Lineage;Cell model;Cells;Development;Distraction Osteogenesis;Environment;Fatty Acids;Fatty acid glycerol esters;Fracture;Gene Expression;Gene Expression Microarray Analysis;Gene Silencing;Genes;In Situ;Insulin-Like Growth Factor I;Ligands;Marrow;Mesenchymal;Mesenchymal Differentiation;Mesenchymal Stem Cells;Modeling;Mus;Nuclear Receptors;Osteoblasts;Osteoclasts;Osteogenesis;Osteoporosis;PPAR gamma;Peroxisome Proliferator-Activated Receptors;Phenotype;Play;Process;Production;Property;Regulation;Regulatory Pathway;Research Personnel;Role;Signal Transduction;Signaling Molecule;Site;Stem cell transplant;Stem cells;Testing;Therapeutic Intervention;Transcript;Transforming Growth Factor beta;X-Ray Computed Tomography;age effect;age related;bone;bone loss;bone mass;bone turnover;design;extracellular;in vivo;mature animal;null mutation;osteoblast differentiation;osteogenic;overexpression;rosiglitazone;stem cell differentiation;transcription factor;young adult","Bone loss with aging occurs due to increased PPAR-g activity in marrow stem cells","n/a","NIA","7660380","7/21/2009 12:00:00 AM","RFA-AG-06-003","5R01AG028935-04","5","R01","AG","028935","04"," ","WILLIAMS, JOHN","8/15/2006 12:00:00 AM","7/31/2011 12:00:00 AM","ZAG1-ZIJ-2(M1)"," ","7748060","LECKA-CZERNIK, BEATA ANNA","Not Applicable","09","ORTHOPEDICS","807418939","M9ACC5DQCNL6","807418939","M9ACC5DQCNL6","US","41.62128","-83.615756","229501","UNIVERSITY OF TOLEDO HEALTH SCI CAMPUS","TOLEDO","OH","SCHOOLS OF MEDICINE","436142595","UNITED STATES","N","8/1/2009 12:00:00 AM","7/31/2010 12:00:00 AM","866","Non-SBIR/STTR","2009"," "," ","NIA"," "," "," ","296006",
"No NIH Category available","Address;Basement membrane;Biological;Blood Vessels;Cardiac;Cells;Deposition;Development;Disease;Down-Regulation;E-Cadherin;Endothelial Cells;Endothelium;Family;Fibroblasts;Fibrosis;Frequencies;Genetic Transcription;In Vitro;Intercellular Junctions;Malignant Neoplasms;Mediating;Mesenchymal;Molecular;Pathway interactions;Pericytes;Play;Proliferating;Proteins;Recruitment Activity;Reporting;Role;Signal Transduction;Smooth Muscle Myocytes;Snails;Structure;Supporting Cell;Techniques;Transcription Repressor/Corepressor;Transforming Growth Factors;Transgenic Mice;activin receptor-like kinase 1;angiogenesis;cadherin 5;design;epithelial to mesenchymal transition;in vivo Model;receptor;vasculogenesis","The Role of Endothelial-to-Mesenchymal Transition in Angiogenesis","n/a","NHLBI","7614791","2/10/2009 12:00:00 AM","PA-08-021","1F30HL095319-01","1","F30","HL","095319","01"," ","COMMARATO, MICHAEL","2/10/2009 12:00:00 AM","5/31/2011 12:00:00 AM","Special Emphasis Panel[ZRG1-F10-H(21)L]"," ","9346931","POTENTA, SCOTT E.","Not Applicable","07","INTERNAL MEDICINE/MEDICINE","047006379","JDLVAVGYJQ21","047006379","JDLVAVGYJQ21","US","42.335814","-71.105033","3212902","HARVARD MEDICAL SCHOOL","BOSTON","MA","SCHOOLS OF MEDICINE","021201616","UNITED STATES","N","2/10/2009 12:00:00 AM","2/9/2010 12:00:00 AM","837","Training, Individual","2009"," "," ","NHLBI"," "," "," ","40164",
"Bioengineering; Dental/Oral and Craniofacial Disease; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human","Accidents;Address;Adult;Affect;American;Animal Model;Antibodies;Behavioral;Biocompatible Materials;Biology;Blood;Bone Regeneration;Bone Tissue;Bone Transplantation;Cancerous;Cartilage;Cells;Clinical;Cues;Defect;Deformity;Disease;Esthetics;Excision;Extracellular Matrix;Failure;Fatty acid glycerol esters;Femur;Goals;Growth Factor;Healed;Histocompatibility Testing;Hydrogels;Implant;In Vitro;Incidence;Jaw;Joint repair;Laboratories;Lead;Left;Lesion;MME gene;Malignant Neoplasms;Mediating;Mesenchymal;Mesenchymal Differentiation;Mesenchymal Stem Cells;Modeling;Morbidity - disease rate;Muscle;Natural regeneration;North America;Operative Surgical Procedures;Organ Transplantation;PTPRC gene;Pain;Pathway interactions;Patients;Play;Population;Rattus;Role;Screening procedure;Shapes;Site;Source;Spatial Distribution;Stem cells;Surface;Surgeon;System;Temporomandibular Joint;Therapeutic;Tissue Engineering;Tissues;Transplanted tissue;Trauma;Undifferentiated;Wound Healing;alanine aminopeptidase;base;bone;bone engineering;cell behavior;cell motility;cell type;clinical application;craniofacial;healing;implantation;in vivo;in vivo Model;innovation;interest;migration;osteogenic;public health relevance;regenerative;regenerative therapy;restoration;scaffold;stem;tissue regeneration;tumor;wound","Characterization of endogenous stem cells within endosseous wounds","n/a","NIDCR","7739360","7/20/2009 12:00:00 AM","PAR-07-418","1R03DE019191-01A1","1","R03","DE","019191","01","A","LUMELSKY, NADYA L","7/1/2009 12:00:00 AM","6/30/2011 12:00:00 AM","NIDCR Special Grants Review Committee[DSR]"," ","9036629","KARP, JEFFREY MICHAEL","Not Applicable","07","Unavailable","030811269","QN6MS4VN7BD1","030811269","QN6MS4VN7BD1","US","42.334978","-71.105987","1080401","BRIGHAM AND WOMEN'S HOSPITAL","BOSTON","MA","Independent Hospitals","021156110","UNITED STATES","N","7/1/2009 12:00:00 AM","6/30/2010 12:00:00 AM","701","Non-SBIR/STTR","2009"," "," ","NIDCR"," "," "," ","129250",
"Biotechnology; Cancer; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Human","Antibody Specificity;Blood;Custom;Diagnosis;Marrow;Mesenchymal Stem Cells;Patients;Pharmaceutical Preparations;Phase;Protein Array;Proteomics;RNA Interference;Relapse;Research Personnel;Screening procedure;Specimen;Stem cells;Testing;Validation;data acquisition;novel;programs;protein expression;transcriptomics","High Throughput Transcriptomics and Proteomics","n/a","NCI","7928925"," "," ","5P01CA055164-17","5","P01","CA","055164","17"," "," "," "," ","ZCA1","9014","7333785","KORNBLAU, STEVEN M","Not Applicable","09","Unavailable","800772139","S3GMKS8ELA16","800772139","S3GMKS8ELA16","US","29.706319","-95.397195","578407","UNIVERSITY OF TX MD ANDERSON CAN CTR","HOUSTON","TX","Domestic Higher Education","770304009","UNITED STATES","N","9/1/2009 12:00:00 AM","8/31/2010 12:00:00 AM"," ","Non-SBIR/STTR","2009","81903","81903"," "," "," "," "," ",
"Lung; Stem Cell Research; Stem Cell Research - Embryonic - Non-Human","Alveolar;Apert syndrome;Cartilage;Data;Defect;Disease;Distal;Dysplasia;Epithelial;Epithelium;Exhibits;FGF10 gene;Family;Feedback;Fibroblast Growth Factor;Fibrosis;Growth Factor;Health;Lobe;Lung;Mediating;Mesenchymal;Mesenchymal Differentiation;Mesenchyme;Modeling;Mus;Patients;Phenotype;Physiological;Play;Pulmonary Emphysema;Reporting;Respiratory physiology;Role;Signal Transduction;Smooth Muscle Myocytes;Testing;autocrine;fibroblast growth factor receptor 2b;in vivo;lung development;member;mouse model;novel strategies;older patient;premature;prevent;progenitor","Growth Factors in Lung Development","n/a","NHLBI","7539212","1/5/2009 12:00:00 AM","PA-07-070","5R01HL086322-02","5","R01","HL","086322","02"," ","BLAISDELL, CAROL J","2/1/2008 12:00:00 AM","1/31/2013 12:00:00 AM","Lung Injury, Repair, and Remodeling Study Section[LIRR]"," ","6949975","BELLUSCI, SAVERIO ","Not Applicable","28","Unavailable","052277936","DVL1CMRMWRN9","052277936","DVL1CMRMWRN9","US","34.098065","-118.29069","1520001","CHILDREN'S HOSPITAL OF LOS ANGELES","LOS ANGELES","CA","Independent Hospitals","900276062","UNITED STATES","N","2/1/2009 12:00:00 AM","1/31/2010 12:00:00 AM","838","Non-SBIR/STTR","2009"," "," ","NHLBI"," "," "," ","417003",
"Lung; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human","Alveolar;Apert syndrome;Cartilage;Data;Defect;Disease;Distal;Dysplasia;Epithelial;Epithelium;Exhibits;FGF10 gene;Family;Feedback;Fibroblast Growth Factor;Fibrosis;Growth Factor;Health;Lobe;Lung;Mediating;Mesenchymal;Mesenchymal Differentiation;Mesenchyme;Modeling;Mus;Patients;Phenotype;Physiological;Play;Pulmonary Emphysema;Reporting;Respiratory physiology;Role;Signal Transduction;Smooth Muscle Myocytes;Testing;autocrine;fibroblast growth factor receptor 2b;in vivo;lung development;member;mouse model;novel strategies;older patient;premature;prevent;progenitor","Growth Factors in Lung Development","n/a","NHLBI","7743907","12/15/2008 12:00:00 AM","PA-07-070","3R01HL086322-01A2S1","3","R01","HL","086322","01","A2S","BLAISDELL, CAROL J","2/1/2008 12:00:00 AM","1/31/2011 12:00:00 AM","Lung Injury, Repair, and Remodeling Study Section[LIRR]"," ","6949975","BELLUSCI, SAVERIO ","Not Applicable","28","Unavailable","052277936","DVL1CMRMWRN9","052277936","DVL1CMRMWRN9","US","34.098065","-118.29069","1520001","CHILDREN'S HOSPITAL OF LOS ANGELES","LOS ANGELES","CA","Independent Hospitals","900276062","UNITED STATES","N","12/1/2008 12:00:00 AM","1/31/2009 12:00:00 AM","837","Non-SBIR/STTR","2009"," "," ","NHLBI"," "," "," ","3954",
"Clinical Research; Lung; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Embryonic - Non-Human","Antibodies;Asthma;Biology;Bleomycin;Bone Marrow Cells;Boston;Cartilage;Cell Fraction;Cells;Characteristics;Chronic;Clinical Research;Coupled;Critical Care;Cytokeratin;Data;Development;Distal;Doctor of Philosophy;Dyes;Embryo;Ensure;Environment;Epithelium;Family;Fatty acid glycerol esters;Fellowship;Flow Cytometry;Frequencies;Hematopoietic;Hematopoietic stem cells;Hypoxia;Injury;Label;LacZ Genes;Location;Lung;Medicine;Mentors;Mesenchymal;Mesenchymal Stem Cells;Modeling;Molecular;Mus;Myofibroblast;PECAM1 gene;PTPRC gene;Pan Genus;Phenotype;Phosphorylation;Population;Population Heterogeneity;Principal Investigator;Program Development;Protein Isoforms;Proteins;Relative (related person);Research Personnel;Role;Scientific Advances and Accomplishments;Side;Skeletal Muscle;Smooth Muscle;Sorting - Cell Movement;Stem cells;Surface;Testing;Training Programs;Transgenic Model;Undifferentiated;Universities;Vascular Smooth Muscle;Work;base;career;cell type;design;experience;forkhead protein;graduate student;in vivo;injured;interest;loss of function;lung development;meetings;post-doctoral training;progenitor;programs;respiratory smooth muscle;stem;stem cell biology;transcription factor","The Identification and Study of a Lung Mesenchymal Stem Cell","n/a","NHLBI","7589695","3/20/2009 12:00:00 AM"," ","5K08HL077138-04","5","K08","HL","077138","04"," ","COLOMBINI-HATCH, SANDRA","4/1/2006 12:00:00 AM","3/31/2011 12:00:00 AM","ZHL1-CSR-O(F1)"," ","6792003","SUMMER, ROSS S","Not Applicable","07","INTERNAL MEDICINE/MEDICINE","604483045","FBYMGMHW4X95","604483045","FBYMGMHW4X95","US","42.336234","-71.070647","894901","BOSTON UNIVERSITY MEDICAL CAMPUS","BOSTON","MA","SCHOOLS OF MEDICINE","021182841","UNITED STATES","N","4/1/2009 12:00:00 AM","3/31/2010 12:00:00 AM","838","Other Research-Related","2009"," "," ","NHLBI"," "," "," ","128310",
"Cancer; Genetics; Pediatric","Actins;Address;Anchorage-Independent Growth;Aneurysmal Bone Cysts;Behavior;Binding;Biological Assay;Bone neoplasms;Cell Line;Cell Proliferation;Cells;Chromosomal translocation;Cytoskeleton;DNA Sequence Rearrangement;Development;Dominant-Negative Mutation;Epithelial;Ewings sarcoma;Exhibits;Extracellular Matrix Degradation;Family;Filopodia;Frequencies;Goals;Guanosine Triphosphate Phosphohydrolases;Human;Lead;Length;Malignant - descriptor;Malignant Neoplasms;Mediating;Mesenchymal Cell Neoplasm;Molecular;Monitor;Neoplasms;Pattern;Phenocopy;Phenotype;Play;Process;Property;Protein Isoforms;Role;Small Interfering RNA;Solid;Structure;Testing;Work;base;cell motility;cell transformation;genetic regulatory protein;insight;knock-down;mutant;novel;overexpression;rho;rho GTP-Binding Proteins;tumor","Role of IQGAP1 in TRE17-Mediated Actin Remodeling and Invasion in Ewing's Sarcoma","n/a","NCI","7617831","2/17/2009 12:00:00 AM","PA-00-069","5F31CA126488-02","5","F31","CA","126488","02"," ","BINI, ALESSANDRA M","3/1/2008 12:00:00 AM","2/29/2012 12:00:00 AM","Special Emphasis Panel[ZRG1-EMNR-E(29)L]"," ","6995267","PRINGLE, LASHON ","Not Applicable","03","NEUROLOGY","042250712","GM1XX56LEP58","042250712","GM1XX56LEP58","US","39.952982","-75.192768","6463801","UNIVERSITY OF PENNSYLVANIA","PHILADELPHIA","PA","SCHOOLS OF MEDICINE","191046205","UNITED STATES","N","3/1/2009 12:00:00 AM","2/28/2010 12:00:00 AM","398","Training, Individual","2009"," "," ","NCI"," "," "," ","41176",
"Aging; Autoimmune Disease; Biotechnology; Diabetes; Kidney Disease; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human; Transplantation","Adult;Animal Model;Animals;Autologous;Blood Glucose;Bone Marrow;Cell physiology;Cells;Clinical Trials;Colony-forming units;Computer Retrieval of Information on Scientific Projects Database;Data;Diabetes Mellitus;Dose;Funding;Grant;Home environment;Human;Immunodeficient Mouse;Infusion procedures;Injection of therapeutic agent;Institution;Insulin;Insulin-Dependent Diabetes Mellitus;Kidney;Kidney Glomerulus;Macaca mulatta;Mesenchymal;Mesenchymal Stem Cells;Modeling;Mus;Pancreas;Patients;Primates;Property;Renal function;Research;Research Personnel;Resources;Source;Stem cells;Streptozocin;Stromal Cells;Testing;Therapeutic;Tissues;Translations;United States National Institutes of Health;Wound Healing;design;glucose tolerance;improved;injured;mouse model;nonhuman primate;repaired;research study;stem;stem cell therapy","MESENCHYMAL STEM CELL THERAPY FOR DIABETES","n/a","NCRR","7958622","6/29/2009 12:00:00 AM"," ","5P51RR000164-48","5","P51","RR","000164","48"," "," ","5/1/2009 12:00:00 AM","4/30/2010 12:00:00 AM","ZRR1-CM-8(01)","8825","1944817","BUNNELL, BRUCE A.","Not Applicable","01","NONE","053785812","XNY5ULPU8EN6","053785812","XNY5ULPU8EN6","US","29.935453","-90.123916","8424601","TULANE UNIVERSITY OF LOUISIANA","NEW ORLEANS","LA","PRIMATE CENTERS","701185665","UNITED STATES","N","5/1/2009 12:00:00 AM","4/30/2010 12:00:00 AM","389","Research Centers","2009","34816","34816"," "," "," "," "," ",
"Diabetes; Stem Cell Research; Stem Cell Research - Nonembryonic - Human","Adult;Apoptosis;Blood Vessels;Cancer cell line;Cells;Culture Media;DIF factor;Diabetes Mellitus;Differentiation and Growth;Endocrine;Endothelial Cells;Epigenetic Process;Epithelial;Event;Exhibits;Fetus;Generations;Genes;Genetic Transcription;Goals;Hormones;Human;In Situ;In Vitro;Insulin;Islets of Langerhans;Ligands;Literature;Malignant neoplasm of pancreas;Mesenchymal;Mesenchymal Stem Cells;Modification;Organ;Pancreas;Patients;Phenotype;Regulation;Replacement Therapy;Series;Stem cells;System;Thyrotropin-Releasing Hormone;Thyrotropin-Releasing Hormone Receptors;Tissues;cell motility;cell type;endocrine pancreas development;fetal;in vitro Model;in vivo;islet;migration;precursor cell;receptor","Study Of Factors That Induce Differentiation Of Pancreatic Precursor Cells","n/a","NIDDK","7967125"," "," ","1ZIADK011007-08","1","ZIA","DK","011007","08"," "," "," "," "," "," ","9415427","GERSHENGORN, MARVIN ","Not Applicable","n/a","Unavailable"," "," "," "," "," "," "," "," ","NATIONAL INSTITUTE OF DIABETES AND DIGESTIVE AND KIDNEY DISEASES"," "," ","Other Domestic Non-Profits"," ","UNITED STATES","N"," "," "," ","Intramural Research","2009"," "," ","NIDDK"," "," "," ","657837",
"Aging; Atherosclerosis; Autoimmune Disease; Biotechnology; Cardiovascular; Diabetes; Heart Disease; Heart Disease - Coronary Heart Disease; Nutrition; Obesity; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Human; Transplantation","Cardiac;Cardiomyopathies;Cardiovascular system;Computer Retrieval of Information on Scientific Projects Database;Coronary Arteriosclerosis;Diabetes Mellitus;Funding;Grant;Heart failure;Infarction;Institution;Mediating;Mesenchymal Stem Cells;Myocardial Infarction;Myocardial Ischemia;Nature;Obesity;Research;Research Personnel;Resources;Source;Therapeutic;United States National Institutes of Health;diabetes mellitus therapy;diabetic;diabetic patient;repaired;stem;stem cell therapy","MESENCHYMAL STEM CELL THERAPY FOR INFARCT","n/a","NCRR","7960467","7/24/2009 12:00:00 AM","PAR-07-229","5P20RR024489-02","5","P20","RR","024489","02"," "," ","7/1/2009 12:00:00 AM","6/30/2010 12:00:00 AM","Research Centers in Minority Institutions and Institutional Development Award Review Committee[RIRG-M]","6637","10217681","CAI, CHUANXI ","Not Applicable","03","INTERNAL MEDICINE/MEDICINE","057588857","E1KJM4T54MK6","057588857","E1KJM4T54MK6","US","38.185212","-85.660469","4679701","UNIVERSITY OF LOUISVILLE","LOUISVILLE","KY","SCHOOLS OF MEDICINE","402920001","UNITED STATES","N","7/1/2009 12:00:00 AM","6/30/2010 12:00:00 AM","389","Research Centers","2009","193628","193628"," "," "," "," "," ",
"Dental/Oral and Craniofacial Disease; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human","Adult;Aging;Attention;Autocrine Communication;Cells;Cellular Morphology;Characteristics;Commit;Communication;Data;Development;Dinoprostone;Embryo;Embryonic Development;Environment;Epithelial;Epithelial Cells;Future;Homeostasis;Human;In Vitro;Individual;Link;Maintenance;Mammary gland;Mesenchymal;Mesenchymal Stem Cells;Modeling;Mus;Natural regeneration;Oral mucous membrane structure;Paracrine Communication;Pathologic Processes;Pathway interactions;Physiological;Principal Investigator;Property;Protocols documentation;Research;Role;Signal Pathway;Signal Transduction;Skin;Snails;Stem cells;Stratified Squamous Epithelium;Tissues;Transforming Growth Factor beta;autocrine;base;cell type;design;embryonic stem cell;epithelial to mesenchymal transition;extracellular;keratinocyte;kidney epithelial cell;mammary epithelium;neutralizing monoclonal antibodies;novel;paracrine;progenitor;programs;public health relevance;self-renewal;skin morphogenesis;slug;stem;stem cell biology;trait;transcription factor","Creation of adult epithelial stem cells from differentiated epithelial","
Program Director/Principal Investigator (Last, First, Middle): Weinberg, Robert A.
Relevance
 Much attention has focused in recent years on the promise of using embryonic stem (ES) cells to
regenerate various adult tissues. We believe, however, that for the foreseeable future, a far more viable and
attainable strategy will derive from experimental protocols designed to induce the reprogramming of
differentiated adult cells into committed progenitors and stem cells. These reprogrammed cells can then serve
as vehicles for the regeneration of adult tissues depleted by aging or by various pathological processes. For
this purpose, we intend to develop a cocktail of signaling agents that can be applied to in vitro cultures of
differentiated epithelial cells in order to reprogram them to committed epithelial stem cells via activation of a
latent developmental program. We believe that this strategy can be applied to many epithelial tissues, such as
the skin or mouth mucosa.
PHS 398/2590 (Rev. 11/07) Page Continuation Format Page","NIDCR","7809340","9/22/2009 12:00:00 AM","RFA-OD-09-003","1RC1DE020817-01","1","RC1","DE","020817","01"," ","LUMELSKY, NADYA L","9/22/2009 12:00:00 AM","8/31/2011 12:00:00 AM","Special Emphasis Panel[ZRG1-BDA-A(58)R]"," ","1891586","WEINBERG, ROBERT A","Not Applicable","07","Unavailable","120989983","JVKKKWN2N5N3","120989983","JVKKKWN2N5N3","US","42.363304","-71.087734","1742101","WHITEHEAD INSTITUTE FOR BIOMEDICAL RES","CAMBRIDGE","MA","Research Institutes","021421025","UNITED STATES","N","9/22/2009 12:00:00 AM","8/31/2010 12:00:00 AM","701","Non-SBIR/STTR","2009"," "," ","NIDCR"," "," "," ","398406",
