"NIH Spending Categorization","Project Terms","Project Title","Public Health Relevance","Administering IC","Application ID","Award Notice Date","FOA","Project Number","Type","Activity","IC","Serial Number","Support Year","Suffix","Program Official Information","Project Start Date","Project End Date","Study Section","Subproject Number","Contact PI Person ID","Contact PI / Project Leader","Other PI or Project Leader(s)","Congressional District","Department","Primary DUNS","Primary UEI","DUNS Number","UEI","FIPS","Latitude","Longitude","Organization ID (IPF)","Organization Name","Organization City","Organization State","Organization Type","Organization Zip","Organization Country","ARRA Indicator","Budget Start Date","Budget End Date","CFDA Code","Funding Mechanism","Fiscal Year","Total Cost","Total Cost (Sub Projects)","Funding IC(s)","Direct Cost IC","InDirect Cost IC","NIH COVID-19 Response","Total Cost IC",
"Bioengineering; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Human; Stem Cell Research - Nonembryonic - Non-Human","Adipocytes;Animals;Biological Assay;Bone Marrow;Cartilage;Cell Culture System;Cell Differentiation process;Cell Surface Receptors;Cells;Chondrocytes;Chondrogenesis;Core Facility;Data;Extracellular Matrix;Fibroblast Growth Factor 2;Fibroblasts;Grant;Hand;Hematopoietic;Human;In Vitro;Laboratories;Location;Marrow;Mesenchymal;Mesenchymal Stem Cells;Mitotic;Oryctolagus cuniculus;Osteoblasts;Participant;Phenotype;Preparation;Procedures;Prostaglandins;Protocols documentation;Quality Control;Reagent;Regulation;Reporting;Research;Research Personnel;Research Project Grants;Role;Screening procedure;Services;Stem cells;Stress;Supplementation;Tissue Engineering;cartilage repair;cell preparation;cost effective;cytokine;design;experience;fetal bovine serum;progenitor;programs;research study","Cell Core Facility","n/a","NIAMS","8380795","7/20/2012 12:00:00 AM"," ","5P01AR053622-05","5","P01","AR","053622","05"," "," "," ","4/30/2014 12:00:00 AM","ZAR1-CHW-J","9001","7853193","SOLCHAGA, LUIS ANTONIO","Not Applicable","11","Unavailable","077758407","HJMKEF7EJW69","077758407","HJMKEF7EJW69","US","41.505076","-81.609998","218601","CASE WESTERN RESERVE UNIVERSITY","CLEVELAND","OH","Domestic Higher Education","441061712","UNITED STATES","N","8/1/2012 12:00:00 AM","7/31/2013 12:00:00 AM"," ","Non-SBIR/STTR","2012","73350","73350"," ","73350","0"," "," ",
"Aging; Osteoporosis; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human","Age;Aging;Biological Assay;Bone Marrow;Bone Marrow Cells;C57BL/6 Mouse;Cell Culture Techniques;Cells;Collaborations;Controlled Study;Core Facility;Data;Discipline;Ensure;Faculty;Gene Expression;Goals;Impairment;Individual;Insulin-Like Growth Factor I;Laboratories;Leptin;Mesenchymal;Mesenchymal Stem Cells;Metabolic Bone Diseases;Mus;Muscle satellite cell;Musculoskeletal Diseases;Nutrient;Procedures;Production;Quality Control;Research;Research Personnel;Resources;Signal Transduction;Somatotropin;Stem Cell Research;Stem cells;Supporting Cell;System;Testing;bone loss;cost;design;interest;medical schools;multidisciplinary;programs;research facility;sound;stem;success","STEM CELL CORE","This Core Facility will provide bone marrow cells and technical support to the individual projects and thus is essential for the success of the Program Project.","NIA","8377775","4/26/2012 12:00:00 AM"," ","5P01AG036675-02","5","P01","AG","036675","02"," "," "," "," ","ZAG1-ZIJ-8","6549","1866163","ISALES, CARLOS M.","Not Applicable","12","Unavailable","966668691","N4WWJC8T2593","809593387; 966668691","JJJNQAJY5RN6; N4WWJC8T2593","US","33.471349","-81.991385","676605","AUGUSTA UNIVERSITY","AUGUSTA","GA","Domestic Higher Education","309120004","UNITED STATES","N","5/1/2012 12:00:00 AM","4/30/2013 12:00:00 AM"," ","Non-SBIR/STTR","2012","141473","141473"," ","94421","47052"," "," ",
"Cancer; Diabetes; Pancreatic Cancer; Rare Diseases; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human","Adipocytes;Beta Cell;Blood Vessels;Bone Marrow;Carcinogenicity Tests;Carcinoma;Cell Differentiation process;Cells;Development;Disease Progression;Endothelial Cells;Exhibits;Health;Hyperinsulinism;Hyperplasia;In Vitro;Ischemic Stroke;Islets of Langerhans;Kidney;Malignant Neoplasms;Mesenchymal;Mesenchymal Stem Cells;Modeling;Mus;Nature;Neurons;Normal Cell;Normal tissue morphology;PDGFB gene;PDGFRA gene;PDGFRB gene;Pancreatic Endocrine Carcinoma;Pathway interactions;Patients;Pericytes;Phenotype;Population;Premalignant;Recruitment Activity;Signal Pathway;Signal Transduction;Site;Staging;Stem cells;Supporting Cell;Surface;Suspension substance;Suspensions;Testing;Time;Transgenic Mice;Tumor Angiogenesis;Tumor Burden;Xenograft procedure;adenoma;angiogenesis;base;capsule;carcinogenesis;cell type;in vivo;islet;melanoma;mouse model;neoplastic cell;neovascularization;pancreatic neoplasm;pancreatic tumorigenesis;self-renewal;stem cell population;transcriptional coactivator p75;tumor;tumor initiation;tumor progression;tumor xenograft;tumorigenesis","Multipotent mesenchymal stem cell-like cells in pancreatic tumorigenesis","PUBLIC HEALTH RELEVANCE: Mesenchymal stem cell-like cells have multipoteniality as they differentiate into various cell types including vascular cells (endothelial cells and pericytes). Therefore these cells could potentially be used for proangiogenic therapy in ischemic and stroke patients as well as be targeted in cancer to block more efficiently angiogenesis.","NCI","8165993","12/1/2011 12:00:00 AM","PA-09-210","5F32CA153524-02","5","F32","CA","153524","02"," ","JAKOWLEW, SONIA B","12/1/2010 12:00:00 AM","11/30/2012 12:00:00 AM","Special Emphasis Panel[ZRG1-F09-A(20)L]"," ","10300709","ISACHENKO, NADEZDA ALEKSANDROVNA","Not Applicable","12","NEUROSURGERY","094878337","KMH5K9V7S518","094878337","KMH5K9V7S518","US","37.78689","-122.448998","577508","UNIVERSITY OF CALIFORNIA, SAN FRANCISCO","SAN FRANCISCO","CA","SCHOOLS OF MEDICINE","941432510","UNITED STATES","N","12/1/2011 12:00:00 AM","11/30/2012 12:00:00 AM","398","Training, Individual","2012"," "," ","NCI","59432"," "," ","59432",
"Clinical Research; Infectious Diseases; Lung; Organ Transplantation; Rare Diseases; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Human; Transplantation","Acute;Allografting;Biochemical;Biological Markers;Biological Response Modifiers;Bronchiolitis Obliterans;Bronchoalveolar Lavage;Bronchoalveolar Lavage Fluid;Cell Count;Cells;Chronic;Cohort Studies;Data;Defect;Development;Dinoprostone;Donor person;Early Diagnosis;Effector Cell;Equilibrium;Event;Exhalation;Exhibits;Fibrosis;Goals;Health;Human;Immune;Inflammatory;Injury;Interleukin-13;Irrigation;Life;Lipids;Liquid substance;Lung;Lung Transplantation;Matched Case-Control Study;Measures;Mediator of activation protein;Mesenchymal;Mesenchymal Stem Cells;Myofibroblast;Outcome;Participant;Pathogenesis;Pathway interactions;Patients;Phenotype;Play;Population;Process;Prostaglandin Receptor;Prostaglandins;Pulmonary Function Test/Forced Expiratory Volume 1;Recruitment Activity;Regulation;Respiratory physiology;Role;Sampling;Signal Transduction;Stem cells;Syndrome;Synthetic Prostaglandins;T cell response;T-Cell Activation;T-Lymphocyte;Testing;Time;Transplant Recipients;Transplantation;allograft rejection;autocrine;cytokine;enzyme activity;fibrogenesis;in vivo;inhibitor/antagonist;insight;lung allograft;novel;paracrine;prospective;response;response to injury;selective expression;stem cell fate","Role of resident mesenchymal stem cells in lung allograft rejection","
Statement of Relevance
Our proposed studies will be the first to investigate lung resident mesenchymal stem cells as biomarkers of
chronic rejection in lung transplantation and provide novel mechanistic information regarding cellular and
biochemical modulators of chronic allograft rejection in human lung transplantation.","NHLBI","8268427","6/27/2012 12:00:00 AM","PA-07-070","5R01HL094622-04","5","R01","HL","094622","04"," ","EU, JERRY PC","8/1/2009 12:00:00 AM","5/31/2014 12:00:00 AM","Lung Cellular, Molecular, and Immunobiology Study Section[LCMI]"," ","7040641","LAMA, VIBHA N","Not Applicable","12","INTERNAL MEDICINE/MEDICINE","073133571","GNJ7BBP73WE9","073133571","GNJ7BBP73WE9","US","42.244005","-83.73915","1506502","UNIVERSITY OF MICHIGAN AT ANN ARBOR","ANN ARBOR","MI","SCHOOLS OF MEDICINE","481091276","UNITED STATES","N","6/1/2012 12:00:00 AM","5/31/2013 12:00:00 AM","838","Non-SBIR/STTR","2012"," "," ","NHLBI","247500","134888"," ","382388",
"Regenerative Medicine; Stem Cell Research; Stem Cell Research - Embryonic - Non-Human; Transplantation","Adult;Affect;Biomechanics;Bone Marrow;Bone Transplantation;Bone callus;CXC Chemokines;Cell Therapy;Cell physiology;Cells;Cessation of life;Clinical;Data;Development;Economics;Elderly;Engraftment;Environment;Foundations;Fracture;Fracture Healing;Genetically Engineered Mouse;Goals;Grant;Harvest;Healed;Homing;Hospitalization;In Vitro;Incidence;Injury;Insulin-Like Growth Factor I;Investigation;Laboratories;Lead;Ligands;Mediating;Mesenchymal;Mesenchymal Differentiation;Mesenchymal Stem Cells;Methods;Modeling;Morbidity - disease rate;Osteoblasts;Osteogenesis;Osteoporosis;Patients;Population;Procedures;Process;Property;Proto-Oncogene Proteins c-akt;Publishing;Regenerative Medicine;Regulation;Reporting;Research;Reticular Cell;Role;Seeds;Signal Pathway;Signal Transduction;Site;Soil;Speed;Staging;Stem cells;Stromal Cells;Testing;Time;Tissues;Transplantation;Transplanted tissue;United States;Vascular Endothelial Growth Factors;age related;autocrine;base;bone cell;bone morphogenic protein;bone strength;cell type;chemokine receptor;cost;fascinate;healing;improved;in vivo;injured;insight;interest;mouse model;multipotent cell;novel;novel therapeutic intervention;osteoblast differentiation;osteogenic;paracrine;progenitor;programs;public health relevance;regenerative;repaired;social;stem;tissue regeneration","Adult Multipotent Mesenchymal Stromal Cells for Fracture Repair","
PROJECT NARRATIVE- PUBLIC HEALTH RELEVANCE STATEMENT
 Non-union fractures remain a challenging clinical problem that affect approximately 600,000 people every
year in the United States. Because our elderly population is becoming larger, an increased incidence of non-
unions as consequence of poor healing and age-related worsening of osteoporosis is expected. Adult bone
marrow contains multipotent mesenchymal stromal cells (MSC) that have all the properties to become a novel
therapeutic approach to treat non-unions. The overall goal of this proposal is to understand the mechanisms
through which MSC exert their beneficial effects in fracture repair. Unraveling how MSC are capable to
respond to the fracture regenerative clue and to provide the adequate environment for tissue regeneration will
provide critical insights to develop novel MSC-based therapies to treat patients with non-unions","NIDDK","8322801","7/24/2012 12:00:00 AM","PA-10-067","5R01DK070929-08","5","R01","DK","070929","08"," ","MALOZOWSKI, SAUL N","4/5/2006 12:00:00 AM","8/31/2014 12:00:00 AM","Skeletal Biology Structure and Regeneration Study Section[SBSR]"," ","8184497","SPAGNOLI, ANNA ","Not Applicable","04","PEDIATRICS","608195277","D3LHU66KBLD5","608195277","D3LHU66KBLD5","US","35.926939","-79.038605","578206","UNIV OF NORTH CAROLINA CHAPEL HILL","CHAPEL HILL","NC","SCHOOLS OF MEDICINE","275995023","UNITED STATES","N","9/1/2012 12:00:00 AM","8/31/2013 12:00:00 AM","847","Non-SBIR/STTR","2012"," "," ","NIDDK","205425","98604"," ","304029",
"Biotechnology; Eye Disease and Disorders of Vision; Kidney Disease; Pediatric; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Human; Stem Cell Research - Umbilical Cord Blood/ Placenta; Stem Cell Research - Umbilical Cord Blood/ Placenta - Human; Transplantation","Address;Affect;Age;Age-Months;Animal Model;Biochemical;Blepharospasm;Bone Marrow;Cell Density;Cells;Cicatrix;Clinical;Collaborations;Confocal Microscopy;Cornea;Corneal Diseases;Corneal Injury;Corneal Stroma;Crystal Formation;Cysteamine;Cystine;Cystinosis;Data;Defect;Deposition;Deterioration;Development;Disease;Disease Progression;Drug usage;Engraftment;Epithelial;Eyedrops;Foundations;Funding;Goals;Hereditary Disease;Hour;Human;Infiltration;Inflammatory;Injection of therapeutic agent;Injury;Kidney Diseases;Knockout Mice;Knowledge;Laser Scanning Confocal Microscopy;Lysosomal Storage Diseases;Lysosomes;Measurement;Measures;Mesenchymal Stem Cell Transplantation;Mesenchymal Stem Cells;Methods;Molecular Biology;Multiple Organ Failure;Mus;Natural regeneration;Oral;Organ;Orphan;Patients;Phenotype;Photophobia;Population;Recurrence;Refractory;Renal function;Reporting;Research;Research Personnel;Staging;Systemic Therapy;Therapeutic;Therapeutic Effect;Time;Tissues;Transplantation;Umbilical cord structure;Universities;Visual;Wound Healing;aged;base;body system;immunocytochemistry;in vivo;loss of function;mouse model;novel;research study;response;response to injury;stem cell therapy","Mesenchymal Stem Cell Therapy for Corneal Cystinosis"," This study will evaluate the potential therapeutic effects of human umbilical cord mesenchymal stem cells (hUCMSC) transplantation into to the corneal stroma to treat a mouse model of corneal cystinosis. Progression of corneal cystinosis and the formation of intrastromal cystine crystals will be evaluated by quantitative in vivo confocal microscopy. Laser scanning confocal microscopy, immunocytochemistry and molecular biology will be used to evaluate differentiation of hUCMSC to mouse corneal keratocytes and their response to corneal injury.   
      

","NEI","8272241","3/26/2012 12:00:00 AM","PA-10-067","1R01EY022365-01","1","R01","EY","022365","01"," ","MCKIE, GEORGE ANN","4/1/2012 12:00:00 AM","3/31/2016 12:00:00 AM","Anterior Eye Disease Study Section[AED]"," ","9749105","SIMPSON, JENNIFER LYNNE","Not Applicable","45","OPHTHALMOLOGY","046705849","MJC5FCYQTPE6","046705849","MJC5FCYQTPE6","US","33.678042","-117.773718","577504","UNIVERSITY OF CALIFORNIA-IRVINE","IRVINE","CA","SCHOOLS OF MEDICINE","926970001","UNITED STATES","N","4/1/2012 12:00:00 AM","3/31/2013 12:00:00 AM","867","Non-SBIR/STTR","2012"," "," ","NEI","250000","132500"," ","382500",
"Biotechnology; Cancer; Genetics; Urologic Diseases","Antibodies;Apoptosis;Area;Biological;Biological Markers;Biological Process;Bladder;Cancer cell line;Cell Line;Cell Proliferation;Cells;Clinical;Clinical Trials;Data;Dependency;Dose;Epidermal Growth Factor Receptor;Epidermal Growth Factor Receptor Tyrosine Kinase Inhibitor;Event;Exhibits;FGF2 gene;FGFR3 gene;Fibroblast Growth Factor;Fibroblast Growth Factor 2;Fibroblast Growth Factor Receptors;Fibroblasts;Gefitinib;Gene Expression;Gene Expression Profiling;Genes;Genomics;Goals;Growth;In Vitro;Intracellular Membranes;Laboratory Study;Lead;Learning;Ligands;Malignant Neoplasms;Malignant neoplasm of urinary bladder;Maps;Measures;Mesenchymal;Mesenchymal Cell Neoplasm;Methods;Modeling;Muscle;Mutation;Neoadjuvant Therapy;Organ;Pathway interactions;Patients;Pharmaceutical Preparations;Pharmacodynamics;Play;Pre-Clinical Model;Primary Neoplasm;Process;Protein Kinase;Research;Resistance;Risk;Role;Signal Transduction;Testing;Therapeutic;Tissues;Toxic effect;Translations;Tumor Suppressor Genes;Universities;Urogenital Cancer;Urothelial Cell;Xenograft procedure;angiogenesis;autocrine;base;cancer cell;cancer therapy;design;epithelial to mesenchymal transition;inhibitor/antagonist;mutant;neoplastic cell;novel;overexpression;paracrine;phase 2 study;preclinical study;receptor;research study;response;small molecule;therapeutic target;tissue culture;tumor","Targeting FGFR and EGFR in Bladder Cancer","RELEVANCE: Activating mutations in FGFR3, a growth-promoting receptor, occur In a large number of BCs, 
and Inhibitors of FGFR3 have already been developed for cancer therapy. The goal of this project is to 
learn how to predict which tumors will respond to these inhibitors and confirm that the level of inhibition 
achieved In patients Is sufficient to produce desirable biological effects in patients.","NCI","8230254","10/4/2012 9:58:04 AM","PAR-10-003","2P50CA091846-11","2","P50","CA","091846","11"," "," ","9/1/2011 12:00:00 AM","8/31/2017 12:00:00 AM","ZCA1-RPRB-M(O1)","6195","1862151","MCCONKEY, DAVID J","DINNEY, COLIN P.N.; SIEFKER-RADTKE, ARLENE O","09","Unavailable","800772139","S3GMKS8ELA16","800772139","S3GMKS8ELA16","US","29.706319","-95.397195","578407","UNIVERSITY OF TX MD ANDERSON CAN CTR","HOUSTON","TX","Domestic Higher Education","770304009","UNITED STATES","N","9/19/2012 12:00:00 AM","8/31/2012 12:00:00 AM"," ","Research Centers","2012","203201","203201"," ","136910","66291"," "," ",
"Biotechnology; Breast Cancer; Cancer; Genetics; Stem Cell Research; Stem Cell Research - Nonembryonic - Non-Human","Apoptotic;Autophagocytosis;Binding;Biogenesis;Biological Models;Biology;Breast Cancer Cell;Breast Cancer Model;Cancer Biology;Cancer Cell Growth;Cell Cycle;Cell Death;Cell Survival;Cells;Clinical;Collaborations;Data;Degenerative Disorder;Development;Dicer Enzyme;Effectiveness;Environment;Exhibits;Extracellular Matrix;Genes;Goals;Growth;Growth Factor;Housing;Human;Hypoxia;In Vitro;Inflammatory;Injury;Institutes;Insulin-Like Growth Factor I;Knowledge;Laboratories;Lead;Link;Malignant Neoplasms;Mammary Neoplasms;Mediating;Mesenchymal;Mesenchymal Differentiation;Mesenchymal Stem Cells;Messenger RNA;MicroRNAs;Modeling;Molecular;Molecular Profiling;Mus;Nutrient;Pathway interactions;Peptide Hydrolases;Pharmaceutical Preparations;Play;Primary Neoplasm;Property;Regulation;Research;Resistance;Role;Serum;Small RNA;Solid Neoplasm;Sorbus;Stem cells;Stress;Stromal Cells;Testing;Therapeutic;Tumor Burden;Tumor Suppressor Genes;Universities;Vascularization;Work;Xenograft Model;Xenograft procedure;base;cancer cell;cancer stem cell;cell growth;cytokine;deprivation;design;established cell line;improved;in vitro Model;in vivo;insight;malignant breast neoplasm;medical schools;mouse model;multidisciplinary;neoplastic cell;new therapeutic target;novel;novel therapeutic intervention;novel therapeutics;research study;response;small hairpin RNA;stem;success;therapeutic target;tumor","miRNA-mediated Stromal Cell Survival under Stress Supports  Breast Cancer Growth"," This study will give us insight into the potential role that mesenchymal stem/progenitor cells that support the growth of breast cancers.  It will also help us in identification of small RNA molecules called miRNA that are involved in the survival of the supporting stromal cells under stress and chemotherapeutic drugs, in breast cancers.  Identification of molecular pathways involved stromal cell survival may lead to identification of new therapeutic targets for resistant breast cancer.  
    

","NCI","8330756","7/31/2012 12:00:00 AM","PA-09-199","5R01CA151851-03","5","R01","CA","151851","03"," ","JHAPPAN, CHAMELLI","9/9/2011 12:00:00 AM","7/31/2016 12:00:00 AM","Tumor Microenvironment Study Section[TME]"," ","8491208","POCHAMPALLY, RADHIKA R","Not Applicable","03","NONE","928824473","X59NJBFL8BJ3","928824473","X59NJBFL8BJ3","US","32.328724","-90.175537","5390304","UNIVERSITY OF MISSISSIPPI MED CTR","JACKSON","MS","OVERALL MEDICAL","392164500","UNITED STATES","N","8/3/2012 12:00:00 AM","7/31/2013 12:00:00 AM","396","Non-SBIR/STTR","2012"," "," ","NCI","207500","102713"," ","310213",
"Aging; Genetics; Osteoporosis; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Human","Address;Adipocytes;Adult;Age;Aging;Binding Proteins;Bone Marrow;Bone Resorption;Cell Aging;Cell Cycle;Cell Proliferation;Cell division;Cells;Chromatin Structure;Chromosomes;Collaborations;Complex;DNA Damage;Data;Databases;Deposition;Disease;Epigenetic Process;Event;Fatty acid glycerol esters;Fibroblasts;Gene Expression;Genetic;Hematopoietic stem cells;Heterochromatin;Histones;Human;Immune system;In Vitro;Kinetics;Lead;Mediating;Mesenchymal;Mesenchymal Stem Cells;Molecular;Molecular Chaperones;Mus;Nuclear;Obesity;Organelles;Orthologous Gene;Osteoblasts;Osteogenesis;Osteoporosis;Pathway interactions;Phenotype;Process;Proteins;Regulation;Relative (related person);Repression;Roentgen Rays;Role;Signal Pathway;Signal Repression;Signal Transduction;Structure;Sum;Testing;Time;Tissues;Yeasts;acrosome stabilizing factor;age related;aged;bone;bone mass;cell type;in vivo;member;mouse model;novel;osteogenic;prevent;programs;protein function;senescence;telomere","EPIGENETIC CONTROL OF OSTEOGENESIS AND SENESCENCE IN MESENCHYMAL PROGENITOR CELLS","n/a","NIA","8377714","2/16/2012 12:00:00 AM"," ","5P01AG031862-05","5","P01","AG","031862","05"," "," "," ","8/31/2013 12:00:00 AM","ZAG1-ZIJ-5","0004","6483311","ADAMS, PETER D.","Not Applicable","03","Unavailable","042250712","GM1XX56LEP58","042250712","GM1XX56LEP58","US","39.952982","-75.192768","6463801","UNIVERSITY OF PENNSYLVANIA","PHILADELPHIA","PA","Domestic Higher Education","191046205","UNITED STATES","N","3/1/2012 12:00:00 AM","2/28/2013 12:00:00 AM"," ","Non-SBIR/STTR","2012","339362","339362"," ","262984","76378"," "," ",
"Biotechnology; Genetics; Lung","Age;Asthma;Bronchopulmonary Dysplasia;Cells;Cellular biology;Complex;DNA;Development;Dominant-Negative Mutation;Doxycycline;Elements;Enhancers;Epithelial Cells;Fetal Lung;Fluorescence;Functional disorder;Genes;Genetic;Growth Factor;Homeostasis;Knowledge;Lung;Lung diseases;Mesenchymal;Mesenchyme;Methodology;Mus;Pathogenesis;Pathway interactions;Play;Proteins;Publishing;Pulmonary Fibrosis;Regulatory Element;Reporter;Research;Role;Signal Pathway;Signal Transduction;Specificity;Staging;System;Testing;Tetanus Helper Peptide;Tetracyclines;Time;Trans-Activators;Transgenes;Transgenic Mice;Transgenic Organisms;dosage;in vivo;injury and repair;lung development;lung injury;lung maturation;mouse model;new therapeutic target;novel;postnatal;promoter;receptor;tool","Development of a novel genetic approach to study lung mesenchymal cell signaling"," This proposed project will develop a novel genetic approach to specifically target lung mesenchymal cells in mouse model. Successful establishment of this methodology and its application to study TGF-� signaling in developing lung mesenchymal cells have the potential to substantially advance our research in lung mesenchymal cell biology. Moreover, these genetic tool and mouse models will help to break through the critical barrier in understanding the pathogenic mechanisms of several lung diseases including asthma and pulmonary fibrosis.    

","NHLBI","8282699","7/16/2012 12:00:00 AM","PA-10-069","5R21HL109932-02","5","R21","HL","109932","02"," ","BLAISDELL, CAROL J","8/1/2011 12:00:00 AM","7/31/2014 12:00:00 AM","Lung Injury, Repair, and Remodeling Study Section[LIRR]"," ","6796227","SHI, WEI ","Not Applicable","28","Unavailable","052277936","DVL1CMRMWRN9","052277936","DVL1CMRMWRN9","US","34.098065","-118.29069","1520001","CHILDREN'S HOSPITAL OF LOS ANGELES","LOS ANGELES","CA","Independent Hospitals","900276062","UNITED STATES","N","8/1/2012 12:00:00 AM","7/31/2014 12:00:00 AM","837","Non-SBIR/STTR","2012"," "," ","NHLBI","125000","75000"," ","200000",
"Autoimmune Disease; Brain Disorders; Clinical Research; Clinical Trials; Multiple Sclerosis; Neurodegenerative; Neurosciences; Regenerative Medicine; Stem Cell Research; Stem Cell Research - Nonembryonic - Human; Transplantation","Adverse effects;Affect;Age;American;Ancillary Study;Animal Experiments;Animal Model;Antibodies;Antigen-Presenting Cells;Aspirate substance;Autoimmune Diseases;Autoimmune Process;Autologous;Autologous Transplantation;B Cell Proliferation;B-Lymphocytes;Biological Assay;Blood Cells;Bone Marrow;CD8B1 gene;Cells;Clinical;Clinical Trials;Clinical assessments;Data;Department of Defense;Development;Disease;Flow Cytometry;Funding;Future;Goals;Human;Image;Immune;Immune response;Immunobiology;Immunologics;In Vitro;Infection;Inflammatory;Infusion procedures;Laboratories;Laboratory Study;Measures;Mediating;Mesenchymal Stem Cell Transplantation;Mesenchymal Stem Cells;Molecular;Monitor;Multiple Sclerosis;Myelin;Natural Killer Cells;Neurodegenerative Disorders;Participant;Pathogenesis;Patients;Phase I Clinical Trials;Procedures;Production;Property;Publishing;Relapse;Safety;Series;Severities;Stem cell transplant;T cell response;T-Lymphocyte;Testing;Time;Tissues;base;cytokine;effective therapy;experience;immunoregulation;in vivo;insight;peripheral blood;public health relevance;repaired;research study;response;sex","Immunobiology of mesenchymal stem cell transplantation in multiple sclerosis","
Project Narrative
Multiple sclerosis (MS) is a disabling neurodegenerative disease that has no cure and currently
affects approximately 400,000 Americans. This proposal details laboratory studies to be carried
out in conjunction with a Phase 1 clinical trial that will assess the MS-relevant in vivo
immunologic effects of autologous mesenchymal stem cell transplantation. This study will help
determine whether this promising procedure might be an effective therapy for the millions of
people world-wide who are affected by multiple sclerosis.","NINDS","8217181","11/24/2011 12:00:00 AM","RFA-AI-10-014","5R01NS074787-02","5","R01","NS","074787","02"," ","UTZ, URSULA","2/1/2011 12:00:00 AM","11/30/2014 12:00:00 AM","ZAI1-PA-I(S1)"," ","1905025","COHEN, JEFFREY ALAN","Not Applicable","11","INTERNAL MEDICINE/MEDICINE","135781701","M5QFLTCTSQN6","135781701","M5QFLTCTSQN6","US","41.479276","-81.680233","10000858","CLEVELAND CLINIC LERNER COM-CWRU","CLEVELAND","OH","SCHOOLS OF MEDICINE","441950001","UNITED STATES","N","12/1/2011 12:00:00 AM","11/30/2012 12:00:00 AM","853","Non-SBIR/STTR","2012"," "," ","NINDS","265715","30529"," ","296244",
"Biotechnology; Cancer; Clinical Research; Genetics; Hematology; Rare Diseases","13q14;Benign;Biology;Bone Marrow;Bone marrow biopsy;Bortezomib;Cells;Chromosomes;Clinical Trials;DLEU2 gene;Development;Dexamethasone;Differentiation and Growth;Disease;Disease Progression;Drug resistance;Epigenetic Process;Future;Gene Targeting;Genes;Grant;Growth;Hematologic Neoplasms;In Vitro;Knockout Mice;Lead;Malignant - descriptor;Malignant Neoplasms;Mesenchymal;Mesenchymal Differentiation;Mesenchymal Stem Cells;MicroRNAs;Molecular;Monoclonal gammopathy of uncertain significance;Multiple Myeloma;Mus;Neoplasm Metastasis;Pathogenesis;Patients;Pharmaceutical Preparations;Phase;Plasma Cells;Play;Prognostic Marker;Regulation;Regulator Genes;Research Personnel;Resistance;Role;Sampling;Serum;Staging;Stromal Cells;Therapeutic;Therapeutic Agents;Transgenic Mice;Transgenic Organisms;Tumor Suppressor Proteins;base;in vivo;loss of function;mimetics;mouse model;pre-miRNA;prevent;prognostic;tumor;tumor growth;tumor progression","The role of miRNA15a and 16-1 in Multiple Myeloma"," Multiple Myeloma (MM) is the second most prevalent hematological malignancy and it remains incurable with a median survival of 3-5 years.  In many cases, MM progresses from a more benign-like stage of monoclonal gammopathy of undetermined significance (MGUS).  This grant focuses on understanding the role of specific regulators of genes called miRNA.  We will examine the role of two miRNAs, miR15a and 16-1 in the regulation of progression and dissemination in MM.  New drugs are being developed to target these miRNAs.  These new drugs will lead to a paradigm shift in the treatment of MM, where we could prevent disease progression to active MM, or revert MM to an MGUS-like stage.  
    

","NCI","8294598","5/3/2012 12:00:00 AM","PA-10-031","5R01CA154648-02","5","R01","CA","154648","02"," ","HOWCROFT, THOMAS K","7/1/2011 12:00:00 AM","5/31/2016 12:00:00 AM","Tumor Microenvironment Study Section[TME]"," ","8436435","GHOBRIAL, IRENE M.","Not Applicable","07","Unavailable","076580745","DPMGH9MG1X67","076580745","DPMGH9MG1X67","US","42.337844","-71.108337","1464901","DANA-FARBER CANCER INST","BOSTON","MA","Independent Hospitals","022155450","UNITED STATES","N","6/1/2012 12:00:00 AM","5/31/2013 12:00:00 AM","396","Non-SBIR/STTR","2012"," "," ","NCI","207500","155625"," ","363125",
